County,State,Count,Critical,High,Low,Medium,tooltip
Bleckley,Georgia,2,0,0,0,2,"County: Bleckley, Georgia<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Bledsoe,Tennessee,5,2,0,0,3,"County: Bledsoe, Tennessee<br>Total Accidents: 5<br>Critical: 2<br>High: 0<br>Medium: 3<br>Low: 0"
Blount,Alabama,193,2,9,4,178,"County: Blount, Alabama<br>Total Accidents: 193<br>Critical: 2<br>High: 9<br>Medium: 178<br>Low: 4"
Blount,Tennessee,17,2,2,0,13,"County: Blount, Tennessee<br>Total Accidents: 17<br>Critical: 2<br>High: 2<br>Medium: 13<br>Low: 0"
Blue Earth,Minnesota,155,0,2,0,153,"County: Blue Earth, Minnesota<br>Total Accidents: 155<br>Critical: 0<br>High: 2<br>Medium: 153<br>Low: 0"
Boise,Idaho,5,1,0,0,4,"County: Boise, Idaho<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Bond,Illinois,3,0,3,0,0,"County: Bond, Illinois<br>Total Accidents: 3<br>Critical: 0<br>High: 3<br>Medium: 0<br>Low: 0"
Bonner,Idaho,3,1,1,0,1,"County: Bonner, Idaho<br>Total Accidents: 3<br>Critical: 1<br>High: 1<br>Medium: 1<br>Low: 0"
Bonneville,Idaho,17,1,1,0,15,"County: Bonneville, Idaho<br>Total Accidents: 17<br>Critical: 1<br>High: 1<br>Medium: 15<br>Low: 0"
Boone,Arkansas,4,1,0,0,3,"County: Boone, Arkansas<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Boone,Illinois,17,0,7,0,10,"County: Boone, Illinois<br>Total Accidents: 17<br>Critical: 0<br>High: 7<br>Medium: 10<br>Low: 0"
Boone,Indiana,123,15,48,0,60,"County: Boone, Indiana<br>Total Accidents: 123<br>Critical: 15<br>High: 48<br>Medium: 60<br>Low: 0"
Boone,Iowa,10,0,1,0,9,"County: Boone, Iowa<br>Total Accidents: 10<br>Critical: 0<br>High: 1<br>Medium: 9<br>Low: 0"
Boone,Kentucky,66,1,27,0,38,"County: Boone, Kentucky<br>Total Accidents: 66<br>Critical: 1<br>High: 27<br>Medium: 38<br>Low: 0"
Boone,Missouri,40,2,9,0,29,"County: Boone, Missouri<br>Total Accidents: 40<br>Critical: 2<br>High: 9<br>Medium: 29<br>Low: 0"
Boone,West Virginia,1,1,0,0,0,"County: Boone, West Virginia<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Bossier,Louisiana,69,7,24,0,38,"County: Bossier, Louisiana<br>Total Accidents: 69<br>Critical: 7<br>High: 24<br>Medium: 38<br>Low: 0"
Botetourt,Virginia,144,17,23,0,104,"County: Botetourt, Virginia<br>Total Accidents: 144<br>Critical: 17<br>High: 23<br>Medium: 104<br>Low: 0"
Boulder,Colorado,71,9,7,0,55,"County: Boulder, Colorado<br>Total Accidents: 71<br>Critical: 9<br>High: 7<br>Medium: 55<br>Low: 0"
Bourbon,Kansas,2,1,0,0,1,"County: Bourbon, Kansas<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Bowie,Texas,9,0,2,0,7,"County: Bowie, Texas<br>Total Accidents: 9<br>Critical: 0<br>High: 2<br>Medium: 7<br>Low: 0"
Box Elder,Utah,197,2,35,2,158,"County: Box Elder, Utah<br>Total Accidents: 197<br>Critical: 2<br>High: 35<br>Medium: 158<br>Low: 2"
Boyd,Kentucky,3,0,0,0,3,"County: Boyd, Kentucky<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Bracken,Kentucky,2,0,1,0,1,"County: Bracken, Kentucky<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Bradford,Florida,23,1,0,0,22,"County: Bradford, Florida<br>Total Accidents: 23<br>Critical: 1<br>High: 0<br>Medium: 22<br>Low: 0"
Bradford,Pennsylvania,34,12,0,0,22,"County: Bradford, Pennsylvania<br>Total Accidents: 34<br>Critical: 12<br>High: 0<br>Medium: 22<br>Low: 0"
Bradley,Arkansas,2,2,0,0,0,"County: Bradley, Arkansas<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Bradley,Tennessee,68,7,19,0,42,"County: Bradley, Tennessee<br>Total Accidents: 68<br>Critical: 7<br>High: 19<br>Medium: 42<br>Low: 0"
Branch,Michigan,3,1,0,0,2,"County: Branch, Michigan<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Brantley,Georgia,2,0,0,0,2,"County: Brantley, Georgia<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Braxton,West Virginia,22,3,0,0,19,"County: Braxton, West Virginia<br>Total Accidents: 22<br>Critical: 3<br>High: 0<br>Medium: 19<br>Low: 0"
Brazoria,Texas,52,8,11,0,33,"County: Brazoria, Texas<br>Total Accidents: 52<br>Critical: 8<br>High: 11<br>Medium: 33<br>Low: 0"
Brazos,Texas,7,0,0,0,7,"County: Brazos, Texas<br>Total Accidents: 7<br>Critical: 0<br>High: 0<br>Medium: 7<br>Low: 0"
Breathitt,Kentucky,1,0,0,0,1,"County: Breathitt, Kentucky<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Bremer,Iowa,4,0,0,0,4,"County: Bremer, Iowa<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Brevard,Florida,887,22,118,21,726,"County: Brevard, Florida<br>Total Accidents: 887<br>Critical: 22<br>High: 118<br>Medium: 726<br>Low: 21"
Bristol,Massachusetts,138,5,48,0,85,"County: Bristol, Massachusetts<br>Total Accidents: 138<br>Critical: 5<br>High: 48<br>Medium: 85<br>Low: 0"
Bristol,Rhode Island,1,0,0,0,1,"County: Bristol, Rhode Island<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Bristol,Virginia,12,0,4,0,8,"County: Bristol, Virginia<br>Total Accidents: 12<br>Critical: 0<br>High: 4<br>Medium: 8<br>Low: 0"
Bristol (City),Virginia,5,0,1,0,4,"County: Bristol (City), Virginia<br>Total Accidents: 5<br>Critical: 0<br>High: 1<br>Medium: 4<br>Low: 0"
Broadwater,Montana,22,1,0,0,21,"County: Broadwater, Montana<br>Total Accidents: 22<br>Critical: 1<br>High: 0<br>Medium: 21<br>Low: 0"
Bronx,New York,1790,27,642,2,1119,"County: Bronx, New York<br>Total Accidents: 1790<br>Critical: 27<br>High: 642<br>Medium: 1119<br>Low: 2"
Brooks,Georgia,10,4,1,0,5,"County: Brooks, Georgia<br>Total Accidents: 10<br>Critical: 4<br>High: 1<br>Medium: 5<br>Low: 0"
Broome,New York,75,3,14,0,58,"County: Broome, New York<br>Total Accidents: 75<br>Critical: 3<br>High: 14<br>Medium: 58<br>Low: 0"
Broomfield,Colorado,53,0,7,0,46,"County: Broomfield, Colorado<br>Total Accidents: 53<br>Critical: 0<br>High: 7<br>Medium: 46<br>Low: 0"
Broward,Florida,3546,90,1010,20,2426,"County: Broward, Florida<br>Total Accidents: 3546<br>Critical: 90<br>High: 1010<br>Medium: 2426<br>Low: 20"
Brown,Minnesota,25,0,1,0,24,"County: Brown, Minnesota<br>Total Accidents: 25<br>Critical: 0<br>High: 1<br>Medium: 24<br>Low: 0"
Brown,Ohio,6,4,2,0,0,"County: Brown, Ohio<br>Total Accidents: 6<br>Critical: 4<br>High: 2<br>Medium: 0<br>Low: 0"
Brown,Texas,3,2,0,0,1,"County: Brown, Texas<br>Total Accidents: 3<br>Critical: 2<br>High: 0<br>Medium: 1<br>Low: 0"
Brown,Wisconsin,94,5,22,0,67,"County: Brown, Wisconsin<br>Total Accidents: 94<br>Critical: 5<br>High: 22<br>Medium: 67<br>Low: 0"
Brunswick,North Carolina,57,6,3,0,48,"County: Brunswick, North Carolina<br>Total Accidents: 57<br>Critical: 6<br>High: 3<br>Medium: 48<br>Low: 0"
Brunswick,Virginia,76,5,13,0,58,"County: Brunswick, Virginia<br>Total Accidents: 76<br>Critical: 5<br>High: 13<br>Medium: 58<br>Low: 0"
Bryan,Georgia,36,3,9,0,24,"County: Bryan, Georgia<br>Total Accidents: 36<br>Critical: 3<br>High: 9<br>Medium: 24<br>Low: 0"
Buchanan,Iowa,9,1,0,0,8,"County: Buchanan, Iowa<br>Total Accidents: 9<br>Critical: 1<br>High: 0<br>Medium: 8<br>Low: 0"
Buchanan,Missouri,19,0,2,2,15,"County: Buchanan, Missouri<br>Total Accidents: 19<br>Critical: 0<br>High: 2<br>Medium: 15<br>Low: 2"
Buchanan,Virginia,7,3,0,0,4,"County: Buchanan, Virginia<br>Total Accidents: 7<br>Critical: 3<br>High: 0<br>Medium: 4<br>Low: 0"
Buckingham,Virginia,12,3,0,0,9,"County: Buckingham, Virginia<br>Total Accidents: 12<br>Critical: 3<br>High: 0<br>Medium: 9<br>Low: 0"
Bucks,Pennsylvania,387,33,70,0,284,"County: Bucks, Pennsylvania<br>Total Accidents: 387<br>Critical: 33<br>High: 70<br>Medium: 284<br>Low: 0"
Buena Vista,Iowa,3,1,0,0,2,"County: Buena Vista, Iowa<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Buena Vista,Virginia,1,0,0,0,1,"County: Buena Vista, Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Buffalo,Nebraska,3,0,0,0,3,"County: Buffalo, Nebraska<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Bullitt,Kentucky,20,0,4,0,16,"County: Bullitt, Kentucky<br>Total Accidents: 20<br>Critical: 0<br>High: 4<br>Medium: 16<br>Low: 0"
Bulloch,Georgia,23,2,5,0,16,"County: Bulloch, Georgia<br>Total Accidents: 23<br>Critical: 2<br>High: 5<br>Medium: 16<br>Low: 0"
Bullock,Alabama,5,1,0,0,4,"County: Bullock, Alabama<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Buncombe,North Carolina,490,34,92,11,353,"County: Buncombe, North Carolina<br>Total Accidents: 490<br>Critical: 34<br>High: 92<br>Medium: 353<br>Low: 11"
Bureau,Illinois,10,0,8,0,2,"County: Bureau, Illinois<br>Total Accidents: 10<br>Critical: 0<br>High: 8<br>Medium: 2<br>Low: 0"
Burke,Georgia,10,2,0,0,8,"County: Burke, Georgia<br>Total Accidents: 10<br>Critical: 2<br>High: 0<br>Medium: 8<br>Low: 0"
Burke,North Carolina,60,8,11,1,40,"County: Burke, North Carolina<br>Total Accidents: 60<br>Critical: 8<br>High: 11<br>Medium: 40<br>Low: 1"
Burke,North Dakota,1,0,0,0,1,"County: Burke, North Dakota<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Burleigh,North Dakota,15,0,0,0,15,"County: Burleigh, North Dakota<br>Total Accidents: 15<br>Critical: 0<br>High: 0<br>Medium: 15<br>Low: 0"
Burleson,Texas,1,0,0,0,1,"County: Burleson, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Burlington,New Jersey,483,30,58,4,391,"County: Burlington, New Jersey<br>Total Accidents: 483<br>Critical: 30<br>High: 58<br>Medium: 391<br>Low: 4"
Burnet,Texas,5,1,0,0,4,"County: Burnet, Texas<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Burnett,Wisconsin,1,0,0,0,1,"County: Burnett, Wisconsin<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Burt,Nebraska,2,0,0,0,2,"County: Burt, Nebraska<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Butler,Alabama,32,1,18,0,13,"County: Butler, Alabama<br>Total Accidents: 32<br>Critical: 1<br>High: 18<br>Medium: 13<br>Low: 0"
Butler,Nebraska,1,0,0,0,1,"County: Butler, Nebraska<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Butler,Ohio,92,3,10,0,79,"County: Butler, Ohio<br>Total Accidents: 92<br>Critical: 3<br>High: 10<br>Medium: 79<br>Low: 0"
Butler,Pennsylvania,52,5,13,0,34,"County: Butler, Pennsylvania<br>Total Accidents: 52<br>Critical: 5<br>High: 13<br>Medium: 34<br>Low: 0"
Butte,California,443,3,6,0,434,"County: Butte, California<br>Total Accidents: 443<br>Critical: 3<br>High: 6<br>Medium: 434<br>Low: 0"
Butte,Idaho,3,0,0,0,3,"County: Butte, Idaho<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Butte,South Dakota,1,1,0,0,0,"County: Butte, South Dakota<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Butts,Georgia,67,16,18,0,33,"County: Butts, Georgia<br>Total Accidents: 67<br>Critical: 16<br>High: 18<br>Medium: 33<br>Low: 0"
Cabarrus,North Carolina,110,10,33,1,66,"County: Cabarrus, North Carolina<br>Total Accidents: 110<br>Critical: 10<br>High: 33<br>Medium: 66<br>Low: 1"
Cabell,West Virginia,92,4,3,0,85,"County: Cabell, West Virginia<br>Total Accidents: 92<br>Critical: 4<br>High: 3<br>Medium: 85<br>Low: 0"
Cache,Utah,17,2,0,0,15,"County: Cache, Utah<br>Total Accidents: 17<br>Critical: 2<br>High: 0<br>Medium: 15<br>Low: 0"
Caddo,Louisiana,1014,6,61,7,940,"County: Caddo, Louisiana<br>Total Accidents: 1014<br>Critical: 6<br>High: 61<br>Medium: 940<br>Low: 7"
Calaveras,California,250,1,2,0,247,"County: Calaveras, California<br>Total Accidents: 250<br>Critical: 1<br>High: 2<br>Medium: 247<br>Low: 0"
Calcasieu,Louisiana,127,6,66,0,55,"County: Calcasieu, Louisiana<br>Total Accidents: 127<br>Critical: 6<br>High: 66<br>Medium: 55<br>Low: 0"
Caldwell,North Carolina,18,1,0,0,17,"County: Caldwell, North Carolina<br>Total Accidents: 18<br>Critical: 1<br>High: 0<br>Medium: 17<br>Low: 0"
Caldwell,Texas,13,0,0,0,13,"County: Caldwell, Texas<br>Total Accidents: 13<br>Critical: 0<br>High: 0<br>Medium: 13<br>Low: 0"
Caledonia,Vermont,2,0,0,0,2,"County: Caledonia, Vermont<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Calhoun,Alabama,19,3,4,0,12,"County: Calhoun, Alabama<br>Total Accidents: 19<br>Critical: 3<br>High: 4<br>Medium: 12<br>Low: 0"
Calhoun,Arkansas,2,0,0,0,2,"County: Calhoun, Arkansas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Calhoun,Florida,17,0,0,0,17,"County: Calhoun, Florida<br>Total Accidents: 17<br>Critical: 0<br>High: 0<br>Medium: 17<br>Low: 0"
Calhoun,Georgia,1,1,0,0,0,"County: Calhoun, Georgia<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Calhoun,Iowa,2,0,0,0,2,"County: Calhoun, Iowa<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Calhoun,Michigan,70,10,19,0,41,"County: Calhoun, Michigan<br>Total Accidents: 70<br>Critical: 10<br>High: 19<br>Medium: 41<br>Low: 0"
Calhoun,South Carolina,166,5,29,0,132,"County: Calhoun, South Carolina<br>Total Accidents: 166<br>Critical: 5<br>High: 29<br>Medium: 132<br>Low: 0"
Calhoun,Texas,3,0,0,0,3,"County: Calhoun, Texas<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Callahan,Texas,2,0,1,0,1,"County: Callahan, Texas<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Callaway,Missouri,12,0,2,0,10,"County: Callaway, Missouri<br>Total Accidents: 12<br>Critical: 0<br>High: 2<br>Medium: 10<br>Low: 0"
Calumet,Wisconsin,3,0,1,0,2,"County: Calumet, Wisconsin<br>Total Accidents: 3<br>Critical: 0<br>High: 1<br>Medium: 2<br>Low: 0"
Calvert,Maryland,14,3,0,0,11,"County: Calvert, Maryland<br>Total Accidents: 14<br>Critical: 3<br>High: 0<br>Medium: 11<br>Low: 0"
Cambria,Pennsylvania,244,9,1,0,234,"County: Cambria, Pennsylvania<br>Total Accidents: 244<br>Critical: 9<br>High: 1<br>Medium: 234<br>Low: 0"
Camden,Georgia,20,2,7,0,11,"County: Camden, Georgia<br>Total Accidents: 20<br>Critical: 2<br>High: 7<br>Medium: 11<br>Low: 0"
Camden,Missouri,1,1,0,0,0,"County: Camden, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Camden,New Jersey,759,27,146,2,584,"County: Camden, New Jersey<br>Total Accidents: 759<br>Critical: 27<br>High: 146<br>Medium: 584<br>Low: 2"
Cameron,Pennsylvania,8,0,0,0,8,"County: Cameron, Pennsylvania<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Cameron,Texas,2,0,0,0,2,"County: Cameron, Texas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Campbell,Kentucky,68,5,32,0,31,"County: Campbell, Kentucky<br>Total Accidents: 68<br>Critical: 5<br>High: 32<br>Medium: 31<br>Low: 0"
Campbell,Tennessee,41,8,12,0,21,"County: Campbell, Tennessee<br>Total Accidents: 41<br>Critical: 8<br>High: 12<br>Medium: 21<br>Low: 0"
Campbell,Virginia,46,8,1,0,37,"County: Campbell, Virginia<br>Total Accidents: 46<br>Critical: 8<br>High: 1<br>Medium: 37<br>Low: 0"
Campbell,Wyoming,2,1,0,0,1,"County: Campbell, Wyoming<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Canadian,Oklahoma,202,2,14,4,182,"County: Canadian, Oklahoma<br>Total Accidents: 202<br>Critical: 2<br>High: 14<br>Medium: 182<br>Low: 4"
Candler,Georgia,8,0,4,0,4,"County: Candler, Georgia<br>Total Accidents: 8<br>Critical: 0<br>High: 4<br>Medium: 4<br>Low: 0"
Cannon,Tennessee,4,0,0,0,4,"County: Cannon, Tennessee<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Canyon,Idaho,96,7,4,0,85,"County: Canyon, Idaho<br>Total Accidents: 96<br>Critical: 7<br>High: 4<br>Medium: 85<br>Low: 0"
Cape Girardeau,Missouri,5,2,1,0,2,"County: Cape Girardeau, Missouri<br>Total Accidents: 5<br>Critical: 2<br>High: 1<br>Medium: 2<br>Low: 0"
Cape May,New Jersey,57,4,1,0,52,"County: Cape May, New Jersey<br>Total Accidents: 57<br>Critical: 4<br>High: 1<br>Medium: 52<br>Low: 0"
Capitol,Connecticut,238,20,17,0,201,"County: Capitol, Connecticut<br>Total Accidents: 238<br>Critical: 20<br>High: 17<br>Medium: 201<br>Low: 0"
Carbon,Montana,24,0,1,0,23,"County: Carbon, Montana<br>Total Accidents: 24<br>Critical: 0<br>High: 1<br>Medium: 23<br>Low: 0"
Carbon,Pennsylvania,39,5,16,0,18,"County: Carbon, Pennsylvania<br>Total Accidents: 39<br>Critical: 5<br>High: 16<br>Medium: 18<br>Low: 0"
Carbon,Utah,43,2,1,0,40,"County: Carbon, Utah<br>Total Accidents: 43<br>Critical: 2<br>High: 1<br>Medium: 40<br>Low: 0"
Carbon,Wyoming,47,4,3,0,40,"County: Carbon, Wyoming<br>Total Accidents: 47<br>Critical: 4<br>High: 3<br>Medium: 40<br>Low: 0"
Carlton,Minnesota,95,0,6,0,89,"County: Carlton, Minnesota<br>Total Accidents: 95<br>Critical: 0<br>High: 6<br>Medium: 89<br>Low: 0"
Caroline,Maryland,50,9,2,0,39,"County: Caroline, Maryland<br>Total Accidents: 50<br>Critical: 9<br>High: 2<br>Medium: 39<br>Low: 0"
Caroline,Virginia,182,17,22,0,143,"County: Caroline, Virginia<br>Total Accidents: 182<br>Critical: 17<br>High: 22<br>Medium: 143<br>Low: 0"
Carroll,Arkansas,6,0,1,0,5,"County: Carroll, Arkansas<br>Total Accidents: 6<br>Critical: 0<br>High: 1<br>Medium: 5<br>Low: 0"
Carroll,Georgia,48,8,18,0,22,"County: Carroll, Georgia<br>Total Accidents: 48<br>Critical: 8<br>High: 18<br>Medium: 22<br>Low: 0"
Carroll,Illinois,1,0,0,0,1,"County: Carroll, Illinois<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Carroll,Indiana,4,2,0,0,2,"County: Carroll, Indiana<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Carroll,Iowa,1,1,0,0,0,"County: Carroll, Iowa<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Carroll,Kentucky,4,1,1,0,2,"County: Carroll, Kentucky<br>Total Accidents: 4<br>Critical: 1<br>High: 1<br>Medium: 2<br>Low: 0"
Carroll,Maryland,93,30,9,1,53,"County: Carroll, Maryland<br>Total Accidents: 93<br>Critical: 30<br>High: 9<br>Medium: 53<br>Low: 1"
Carroll,New Hampshire,9,0,1,1,7,"County: Carroll, New Hampshire<br>Total Accidents: 9<br>Critical: 0<br>High: 1<br>Medium: 7<br>Low: 1"
Carroll,Ohio,2,2,0,0,0,"County: Carroll, Ohio<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Carroll,Tennessee,1,0,1,0,0,"County: Carroll, Tennessee<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Carroll,Virginia,98,7,19,0,72,"County: Carroll, Virginia<br>Total Accidents: 98<br>Critical: 7<br>High: 19<br>Medium: 72<br>Low: 0"
Carson,Texas,2,0,0,0,2,"County: Carson, Texas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Carson City,Nevada,69,1,9,0,59,"County: Carson City, Nevada<br>Total Accidents: 69<br>Critical: 1<br>High: 9<br>Medium: 59<br>Low: 0"
Carson City (City),Nevada,14,1,0,0,13,"County: Carson City (City), Nevada<br>Total Accidents: 14<br>Critical: 1<br>High: 0<br>Medium: 13<br>Low: 0"
Carter,Kentucky,1,1,0,0,0,"County: Carter, Kentucky<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Carter,Montana,4,0,0,0,4,"County: Carter, Montana<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Carter,Oklahoma,2,0,1,0,1,"County: Carter, Oklahoma<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Carter,Tennessee,9,2,3,0,4,"County: Carter, Tennessee<br>Total Accidents: 9<br>Critical: 2<br>High: 3<br>Medium: 4<br>Low: 0"
Carteret,North Carolina,1,0,0,0,1,"County: Carteret, North Carolina<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Carver,Minnesota,116,4,2,0,110,"County: Carver, Minnesota<br>Total Accidents: 116<br>Critical: 4<br>High: 2<br>Medium: 110<br>Low: 0"
Cascade,Montana,46,1,0,0,45,"County: Cascade, Montana<br>Total Accidents: 46<br>Critical: 1<br>High: 0<br>Medium: 45<br>Low: 0"
Cass,Indiana,1,0,0,0,1,"County: Cass, Indiana<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Cass,Iowa,29,1,2,0,26,"County: Cass, Iowa<br>Total Accidents: 29<br>Critical: 1<br>High: 2<br>Medium: 26<br>Low: 0"
Cass,Michigan,14,10,0,0,4,"County: Cass, Michigan<br>Total Accidents: 14<br>Critical: 10<br>High: 0<br>Medium: 4<br>Low: 0"
Cass,Minnesota,82,0,0,0,82,"County: Cass, Minnesota<br>Total Accidents: 82<br>Critical: 0<br>High: 0<br>Medium: 82<br>Low: 0"
Cass,Missouri,43,0,16,0,27,"County: Cass, Missouri<br>Total Accidents: 43<br>Critical: 0<br>High: 16<br>Medium: 27<br>Low: 0"
Cass,Nebraska,8,1,2,0,5,"County: Cass, Nebraska<br>Total Accidents: 8<br>Critical: 1<br>High: 2<br>Medium: 5<br>Low: 0"
Cass,North Dakota,52,0,0,0,52,"County: Cass, North Dakota<br>Total Accidents: 52<br>Critical: 0<br>High: 0<br>Medium: 52<br>Low: 0"
Cass,Texas,1,0,0,0,1,"County: Cass, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Cassia,Idaho,15,0,0,0,15,"County: Cassia, Idaho<br>Total Accidents: 15<br>Critical: 0<br>High: 0<br>Medium: 15<br>Low: 0"
Caswell,North Carolina,9,2,0,0,7,"County: Caswell, North Carolina<br>Total Accidents: 9<br>Critical: 2<br>High: 0<br>Medium: 7<br>Low: 0"
Catawba,North Carolina,72,7,6,0,59,"County: Catawba, North Carolina<br>Total Accidents: 72<br>Critical: 7<br>High: 6<br>Medium: 59<br>Low: 0"
Catoosa,Georgia,29,2,9,0,18,"County: Catoosa, Georgia<br>Total Accidents: 29<br>Critical: 2<br>High: 9<br>Medium: 18<br>Low: 0"
Cattaraugus,New York,19,7,1,0,11,"County: Cattaraugus, New York<br>Total Accidents: 19<br>Critical: 7<br>High: 1<br>Medium: 11<br>Low: 0"
Cayuga,New York,55,13,7,0,35,"County: Cayuga, New York<br>Total Accidents: 55<br>Critical: 13<br>High: 7<br>Medium: 35<br>Low: 0"
Cecil,Maryland,169,28,34,1,106,"County: Cecil, Maryland<br>Total Accidents: 169<br>Critical: 28<br>High: 34<br>Medium: 106<br>Low: 1"
Cedar,Iowa,25,1,7,0,17,"County: Cedar, Iowa<br>Total Accidents: 25<br>Critical: 1<br>High: 7<br>Medium: 17<br>Low: 0"
Cedar,Missouri,1,1,0,0,0,"County: Cedar, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Centre,Pennsylvania,381,35,33,1,312,"County: Centre, Pennsylvania<br>Total Accidents: 381<br>Critical: 35<br>High: 33<br>Medium: 312<br>Low: 1"
Cerro Gordo,Iowa,9,3,3,0,3,"County: Cerro Gordo, Iowa<br>Total Accidents: 9<br>Critical: 3<br>High: 3<br>Medium: 3<br>Low: 0"
Chaffee,Colorado,15,4,2,0,9,"County: Chaffee, Colorado<br>Total Accidents: 15<br>Critical: 4<br>High: 2<br>Medium: 9<br>Low: 0"
Chambers,Alabama,12,2,3,0,7,"County: Chambers, Alabama<br>Total Accidents: 12<br>Critical: 2<br>High: 3<br>Medium: 7<br>Low: 0"
Chambers,Texas,6,1,3,0,2,"County: Chambers, Texas<br>Total Accidents: 6<br>Critical: 1<br>High: 3<br>Medium: 2<br>Low: 0"
Champaign,Illinois,36,0,29,0,7,"County: Champaign, Illinois<br>Total Accidents: 36<br>Critical: 0<br>High: 29<br>Medium: 7<br>Low: 0"
